rq,game,mechanism,model,run,log_file,source_status,primary_cooperation_pct,receiver_cooperation_pct,n_agents,n_rounds,multiplier,final_group_payoff_per_round,final_payoff_per_agent_round,base_payoff_per_agent_round,mechanism_adjustment_per_agent_round,resource_adjusted_surplus_per_agent_round,normalized_net_welfare_pct,normalized_base_welfare_pct
RQ1,TG,none,Grok-4.3,2,RQ1_result/result/trust_game/072601_grok-4.3/data/game_log2.json,raw_logs,7.916666666666666,1.639344262295082,24.0,30.0,3.0,139.0,5.791666666666667,5.791666666666667,0.0,0.7916666666666666,7.916666666666667,7.916666666666667
RQ1,TG,none,Grok-4.3,3,RQ1_result/result/trust_game/072601_grok-4.3/data/game_log3.json,raw_logs,7.916666666666666,0.5747126436781609,24.0,30.0,3.0,139.0,5.791666666666667,5.791666666666667,0.0,0.7916666666666666,7.916666666666667,7.916666666666667
RQ1,TG,none,DeepSeek-V4-Pro,1,RQ1_result/result/trust_game/091601_deepseek-v4-pro/data/game_log1.json,raw_logs,42.72222222222223,2.7559055118110236,24.0,30.0,3.0,222.53333333333333,9.272222222222222,9.272222222222222,0.0,4.272222222222222,42.72222222222222,42.72222222222222
RQ1,TG,none,DeepSeek-V4-Pro,2,RQ1_result/result/trust_game/091601_deepseek-v4-pro/data/game_log2.json,raw_logs,38.666666666666664,0.42194092827004215,24.0,30.0,3.0,212.8,8.866666666666667,8.866666666666667,0.0,3.8666666666666667,38.666666666666664,38.666666666666664
RQ1,TG,none,DeepSeek-V4-Pro,3,RQ1_result/result/trust_game/091601_deepseek-v4-pro/data/game_log3.json,raw_logs,40.166666666666664,2.0325203252032518,24.0,30.0,3.0,216.4,9.016666666666667,9.016666666666667,0.0,4.016666666666667,40.166666666666664,40.166666666666664
RQ2,PD,punishment,GLM-5.1,1,RQ2_result/prisoners_dilemma_punishment/080408_glm-5.1-three/data/game_log1.json,raw_logs,1.6666666666666667,nan,24.0,10.0,nan,25.2,1.05,1.05,0.0,0.050000000000000044,2.500000000000002,2.500000000000002
RQ2,PD,punishment,GLM-5.1,2,RQ2_result/prisoners_dilemma_punishment/080408_glm-5.1-three/data/game_log2.json,raw_logs,1.6666666666666667,nan,24.0,10.0,nan,25.2,1.05,1.05,0.0,0.050000000000000044,2.500000000000002,2.500000000000002
RQ2,PD,punishment,GLM-5.1,3,RQ2_result/prisoners_dilemma_punishment/080408_glm-5.1-three/data/game_log3.json,raw_logs,0.4166666666666667,nan,24.0,10.0,nan,24.3,1.0125,1.0125,0.0,0.012499999999999956,0.6249999999999978,0.6249999999999978
RQ2,PD,punishment,GPT-5.4,1,RQ2_result/prisoners_dilemma_punishment/080403_gpt-5.4-three/data/game_log1.json,raw_logs,0.0,nan,24.0,10.0,nan,24.0,1.0,1.0,0.0,0.0,0.0,0.0
RQ2,PD,punishment,GPT-5.4,2,RQ2_result/prisoners_dilemma_punishment/080403_gpt-5.4-three/data/game_log2.json,raw_logs,0.0,nan,24.0,10.0,nan,24.0,1.0,1.0,0.0,0.0,0.0,0.0
