game,outcome,mechanism,round,delta_pp,ci95_low_pp,ci95_high_pp,n_models,bootstrap_draws,method
TG,sender,punishment,17,69.76425925925925,55.97489814814815,80.46142592592592,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,sender,punishment,18,66.8938888888889,51.194981481481484,79.28215740740741,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,sender,punishment,19,64.2087037037037,48.29930092592592,75.439375,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,sender,punishment,20,70.59759259259259,60.492032407407414,80.04037037037037,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,sender,punishment,21,67.72722222222222,53.596472222222225,79.52229629629629,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,sender,punishment,22,68.37537037037036,51.77588425925926,80.93329629629629,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,sender,punishment,23,66.38462962962963,52.91809722222222,76.64599074074076,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,sender,punishment,24,63.60685185185184,47.707435185185176,73.4439027777778,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,sender,punishment,25,66.89388888888888,53.014273148148156,78.48648148148146,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,sender,punishment,26,69.81055555555555,54.25100462962963,81.56816203703703,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,sender,punishment,27,67.26425925925925,52.16381481481481,78.30679166666664,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,sender,punishment,28,67.26425925925925,50.24655092592593,80.95153240740741,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,sender,punishment,29,66.47722222222221,52.39543518518518,75.96486574074073,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,sender,punishment,30,67.12537037037036,50.062675925925916,80.07493055555555,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,receiver,reputation,1,31.06455721233499,23.028964880284327,39.93322390572391,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,receiver,reputation,2,30.15368259312704,21.805690175565175,39.348786415744755,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,receiver,reputation,3,30.459732510288063,21.987153635116595,39.448984910836764,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,receiver,reputation,4,29.764339426006092,21.25723037918871,38.569828563411896,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,receiver,reputation,5,29.68787927778668,21.549778759820423,38.20900895306683,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,receiver,reputation,6,29.719241177204143,21.28073236999626,38.416672995385966,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,receiver,reputation,7,30.157163166052058,21.00317414889637,39.4217229170007,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,receiver,reputation,8,30.854680669125113,21.829263000374112,40.348766761530655,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,receiver,reputation,9,30.489837986822113,21.80142243199188,39.33026711560045,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,receiver,reputation,10,30.97864963568667,21.44648462134573,40.66926185577111,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,receiver,reputation,11,30.554342632675965,21.57679453262786,39.771053671637,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,receiver,reputation,12,30.45549480697629,21.765727513227514,39.17441517244758,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,receiver,reputation,13,30.15636149858372,21.703806216931216,38.85047752658864,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,receiver,reputation,14,30.738441113070746,21.903697824808937,39.5957814765824,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,receiver,reputation,15,30.513170327614773,21.901346266901825,39.22496127946128,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,receiver,reputation,16,30.680582990397806,22.008427328843997,39.24855119092156,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,receiver,reputation,17,29.918800705467373,21.407117063492066,38.87947685185186,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,receiver,reputation,18,30.27043209876543,21.907239197530867,38.64812808641975,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,receiver,reputation,19,30.59935626102293,21.85220238095238,39.46811794532628,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,receiver,reputation,20,30.723374218374218,21.713478835978837,40.00074074074073,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,receiver,reputation,21,30.810666898259488,21.522273849607185,40.26611878039656,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,receiver,reputation,22,30.286772753994978,21.83190182245738,38.8463501082251,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,receiver,reputation,23,30.4570202020202,21.256994809203142,39.814667508417514,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,receiver,reputation,24,30.817369729036397,21.69924029982363,39.99316287878787,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,receiver,reputation,25,30.603524931858264,21.964764109347442,39.49355172759339,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,receiver,reputation,26,30.795123456790122,21.61402469135803,40.41761419753086,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,receiver,reputation,27,30.050641601197157,21.737839506172843,38.314681490834275,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,receiver,reputation,28,29.900061728395062,21.593867283950615,38.5116712962963,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,receiver,reputation,29,30.297524005486967,21.808361968449926,39.10093518518517,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,receiver,reputation,30,30.288950617283945,21.84586419753086,38.991580246913585,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,receiver,reward,1,29.177545561434446,21.131095899470896,38.60755283656673,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,receiver,reward,2,27.5856248425296,21.507167328042325,34.89217396279499,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,receiver,reward,3,28.085750818846055,20.63267088687327,36.09835553665911,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,receiver,reward,4,30.180044091710755,22.44824492945326,39.028623236331576,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,receiver,reward,5,28.20517636684303,21.53041622574956,35.779529100529096,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,receiver,reward,6,28.877564457881917,21.80497984378937,36.65646904132023,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,receiver,reward,7,27.59957671957672,20.91844135802469,35.88160559964727,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,receiver,reward,8,28.581940035273366,21.420892857142853,37.06028020282187,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,receiver,reward,9,28.536231628453848,21.334807098765427,36.17364087301587,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,receiver,reward,10,28.740449735449733,21.26825242504409,37.533873236331566,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,receiver,reward,11,27.10626396237507,20.9915291005291,34.35262220752499,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,receiver,reward,12,30.74984546905181,22.105707157554374,39.707984095490055,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,receiver,reward,13,28.76143791467204,22.31590228174603,35.73931783824641,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,receiver,reward,14,27.71377425044091,20.870735229276892,36.33195634920635,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,receiver,reward,15,29.32708994708994,21.852780864197527,38.12617328042328,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,receiver,reward,16,29.830974216847235,21.948544753086413,38.52410024565381,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,receiver,reward,17,27.922768959435626,20.05203571428572,38.341800705467364,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,receiver,reward,18,29.171593180482066,21.449251543209872,37.727125440917106,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,receiver,reward,19,29.031570504745105,20.837751165280928,38.32587297388091,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,receiver,reward,20,,,,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,receiver,reward,21,27.973033509700173,20.71048302469135,35.64736772486771,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,receiver,reward,22,29.121622574955907,21.008926366843028,39.14564594356261,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,receiver,reward,23,26.689229864785418,19.576209509112278,35.34783465608466,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,receiver,reward,24,28.83965608465608,21.034314814814817,37.64717394179894,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,receiver,reward,25,29.23207231040564,21.0156860670194,38.11799801587302,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,receiver,reward,26,29.84134626690182,21.10138345091123,40.69554159318048,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,receiver,reward,27,29.76352439741329,21.58983458259847,39.24943761022928,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,receiver,reward,28,28.018962375073485,20.96977983539095,36.400108024691356,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,receiver,reward,29,29.93690980095742,21.653873393801966,39.60281443688587,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,receiver,reward,30,29.379393738977072,20.860982253086416,39.52510383597883,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,receiver,punishment,1,39.37877745711079,25.300569517930622,54.14319985235958,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,receiver,punishment,2,40.14193148415371,26.0432982069371,53.657553932178935,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,receiver,punishment,3,38.06519520602854,24.14716264830848,50.674956008497674,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,receiver,punishment,4,35.4969532627866,21.6869246031746,48.6552819664903,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,receiver,punishment,5,34.9408164983165,21.138930849500294,48.95470999345305,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,receiver,punishment,6,38.038038720538715,24.110377515231676,52.369118175805674,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,receiver,punishment,7,38.4736481214259,23.29766131553631,52.48741845037679,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,receiver,punishment,8,35.08254128587462,19.149173414034525,50.84868598017211,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,receiver,punishment,9,37.19330166746833,23.715771017048795,51.51887213403879,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,receiver,punishment,10,35.539381513548186,22.122467462321627,45.943569023569026,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,receiver,punishment,11,35.63498369942814,20.7318214686548,50.176928143872594,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,receiver,punishment,12,37.464031452087006,24.912575817700816,51.21106069958848,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,receiver,punishment,13,37.874865987921545,25.76298777457111,50.887345952915396,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,receiver,punishment,14,36.70171583560472,22.532373022553582,51.065189043209884,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,receiver,punishment,15,39.18071548821549,25.70687100836406,53.55227425044092,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,receiver,punishment,16,37.98384265939821,25.675555779354383,50.94789533229116,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,receiver,punishment,17,40.2334774553293,25.306794666239117,55.72052323944917,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,receiver,punishment,18,38.79928544706323,24.00621564854898,53.30481110710277,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,receiver,punishment,19,38.27047886270108,24.682249338624334,52.02791318609375,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,receiver,punishment,20,37.39546884185773,23.379871536128476,54.90118422318424,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,receiver,punishment,21,37.01154361071028,23.540891694725037,53.63643850208435,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,receiver,punishment,22,36.37546389824168,22.009452962161294,50.0284439768051,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,receiver,punishment,23,38.634706456095344,24.65928408088824,54.384161088397214,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,receiver,punishment,24,36.074424402757735,22.98205695847362,49.30198773448773,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,receiver,punishment,25,39.164030784030786,23.313540744749083,56.90922162097163,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,receiver,punishment,26,38.570740072684515,24.787972315750093,54.55097707231042,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,receiver,punishment,27,36.38899426362389,25.424268905991124,49.05786945067964,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,receiver,punishment,28,38.50708878912583,24.049382484456565,54.44425765592433,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,receiver,punishment,29,38.384345705734596,25.39808593207204,52.70779049088772,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
TG,receiver,punishment,30,37.63473874547949,23.294402223291115,52.555653646250875,6,4000,two-stage model/run percentile bootstrap; fixed overall RQ1 baseline
